key,bugs, classes, code_smells, comment_lines, comment_lines_density, confirmed_issues, directories, duplicated_blocks, duplicated_lines, duplicated_lines_density, false_positive_issues, files, functions, lines, ncloc, ncloc_language_distribution, open_issues, reliability_rating, reliability_remediation_effort, reopened_issues, security_rating, sqale_debt_ratio, sqale_index, sqale_rating, violations, vulnerabilities
lkpwcswd_mtdi_sonar,294,189,718,13251,12.3,0,99,101,47285,36.8,0,307,3224,128220,94854,css=53095;java=9465;js=26021;web=5445;xml=828,1079,5,1155,0,5,0.2,4946,1,1079,67
project-group-3,1,85,57,468,10.1,0,28,4,114,1.9,0,115,396,5896,4176,css=36;java=2761;ts=1001;web=343;xml=35,58,3,3,0,1,0.4,542,1,58,0
prakashnarkhede_demoProject1,0,1,11,1,1.7,0,1,0,0,0,0,1,5,91,59,java=59,12,1,0,1,2,5.4,95,2,13,2
com.github.tonydeng:design-pattern-java,2,58,40,48,4.2,0,22,3,57,2.9,0,57,146,1552,1094,java=990;xml=104,42,2,40,0,1,1.1,374,1,42,0
asdfghjklqwertyuiop,1,24,134,153,10.6,0,7,4,46,2.7,0,25,144,1717,1293,java=1213;xml=80,135,3,10,0,1,0,799,1,135,0
DiegoKrupitza_Micro16-Compiler,0,19,34,308,24.8,1,8,2,65,3.1,0,20,58,1690,933,java=757;xml=176,34,1,0,0,2,1.2,322,1,35,1
com.hiccup.autotrade:autotrade,0,1,0,5,1.9,0,10,0,0,0,0,10,4,339,265,java=26;xml=239,0,1,0,0,1,0,0,1,0,0
muthu4all_simple-java-maven-app,0,4,4,2,2.6,0,2,0,0,0,0,4,11,104,74,java=74,4,1,0,0,1,1,22,1,4,0
guepardosonar,0,6,1,20,6.3,0,6,0,0,0,0,7,7,408,299,java=199;xml=100,1,1,0,0,1,0,2,1,1,0
org.galatea:fuse-starter-java,0,45,5,277,14.1,0,14,0,0,0,0,43,101,2596,1694,java=1464;xml=230,5,1,0,0,1,0,0,1,5,0
sonar-intellij-plugin,0,83,0,81,1.5,0,13,17,243,3.7,0,71,567,6546,5424,java=5424,0,1,0,0,1,0,0,1,0,0
maxgabut_pitest,51,521,484,1171,4.4,0,81,113,1138,1.5,0,467,2907,37765,25710,java=24253;xml=1457,541,5,575,0,2,0.8,6182,1,541,6
js-tkp-tst-1,0,3,3,4,4,0,3,0,0,0,0,4,2,128,97,java=38;xml=59,3,1,0,0,1,0.5,15,1,3,0
js-tkp-tst-1:test_br,0,3,3,4,4,0,3,0,0,0,0,4,2,128,97,java=38;xml=59,3,1,0,0,1,0.5,15,1,3,0
welldoer_TDD-SpringBoot-Exercise,0,6,1,0,0,0,1,0,0,0,0,6,19,149,111,java=111,1,1,0,0,1,0.2,5,1,1,0
org.apache.directory.api:api-parent,33,1265,1963,43694,26.9,0,172,743,20625,5.6,141,1159,8000,247063,118438,java=115057;web=140;xml=3241,2049,3,430,0,4,0.8,29492,1,2049,53
lsfx,4,96,44,203,6.2,0,41,0,0,0,0,98,394,4357,3071,css=3;java=3068,48,5,55,0,1,1.5,1426,1,48,0
eurek-api:utilisateur,0,42,48,0,0,0,11,0,0,0,0,42,113,1434,1090,java=1090,53,1,0,0,5,0.7,243,1,53,5
eurek-api:referentiel,0,37,32,3,0.4,0,27,0,0,0,0,37,60,952,728,java=728,32,1,0,0,1,0.4,87,1,32,0
eurek-api:inscription,0,21,45,1,0.1,0,9,5,60,2.8,0,17,42,828,677,java=677,45,1,0,0,1,1,195,1,45,0
eurek-api:fwk-cqrs,0,6,1,0,0,0,2,0,0,0,0,6,12,126,93,java=93,2,1,0,0,2,0.1,2,1,2,1
eurek-api:eurek,0,8,7,4,1.6,0,2,0,0,0,0,8,24,315,249,java=249,7,1,0,0,1,0.5,37,1,7,0
eurek-api:etablissement,0,12,20,0,0,0,9,0,0,0,0,12,15,314,251,java=251,20,1,0,0,1,0.9,67,1,20,0
eurek-api:classe,2,67,114,33,1.5,0,35,0,0,0,0,67,159,2664,2105,java=2105,118,5,10,0,2,1,620,1,118,2
fr.uparis10.pascalpoizat:template-java-project,0,2,0,31,48.4,0,1,0,0,0,0,2,8,83,33,java=33,0,1,0,0,1,0,0,1,0,0
mregazzi_tdd-java-ch03-tic-tac-toe,3,6,5,5,3.2,0,1,0,0,0,0,6,21,200,152,java=152,8,3,30,0,1,1,46,1,8,0
acouvreur_software-architecture-project,4,45,135,85,4.9,0,42,8,158,5.9,0,53,156,2275,1638,java=1324;xml=314,152,3,40,0,4,1.7,852,1,152,13
kaox_demoWeb,3,2,3,3,3,0,4,0,0,0,0,5,2,119,98,java=28;web=5;xml=65,6,5,20,0,1,1.2,35,1,6,0
datacheck,132,73,1425,3976,6.4,0,28,106,2450,3.1,0,101,4810,78281,58219,css=8350;java=5406;js=41282;web=2956;xml=225,1648,5,531,0,4,0.9,15388,1,1648,91
playn,56,395,1445,6759,19.1,0,47,60,2403,4.9,0,280,4395,46576,28618,java=27304;xml=1314,1575,5,345,0,2,1.6,13502,1,1575,74
Yougourta_SmartRecruit,0,6,3,5,0.8,0,9,0,0,0,0,20,16,758,656,java=172;xml=484,3,1,0,0,1,3.4,665,1,3,0
com.ferzerkerx.graphite-demo:graphite-demo,0,3,0,1,0.5,0,2,0,0,0,0,4,10,263,212,java=126;xml=86,0,1,0,0,1,0,0,1,0,0
darulec1_co-library,2,17,7,44,8,0,7,0,0,0,0,17,66,836,506,java=506,11,3,20,0,4,0.4,60,1,11,2
openanthem:nimbus-core-1.1.11-M1,1,907,1745,4984,16.8,0,99,7,199,0.3,0,493,2751,47861,24655,java=23463;xml=1192,1746,3,5,0,1,1.7,12737,1,1746,0
apachecloudstack,775,5603,31556,91952,14.7,0,914,3848,58428,6.6,8,4934,48779,782037,535000,java=526894;web=5;xml=8101,32810,5,7629,0,5,0,294214,1,32810,479
kamilzki_pwresla-backend-sona,2,35,94,89,7.9,0,11,0,0,0,0,36,72,1432,1035,java=838;xml=197,133,3,20,0,2,1.8,570,1,133,37
com.sivalabs:expense-tracker,0,39,0,8,0.5,0,12,0,0,0,0,39,90,1830,1509,java=1096;xml=413,5,1,0,0,2,0,0,1,5,5
HelgeCPH_commons-vfs,24,297,761,7036,26.1,0,36,29,858,1.5,0,304,2306,41876,19960,java=18699;web=109;xml=1152,792,3,340,0,2,1.7,10359,1,792,7
carlosvegaalvarez86_randoop-repo,0,1,0,0,0,0,2,0,0,0,0,2,4,51,33,java=27;xml=6,0,1,0,0,1,0,0,1,0,0
com.example:frontendApi:master,0,26,14,25,1.4,0,7,0,0,0,0,27,249,2763,1782,java=1737;xml=45,14,1,0,0,1,0.5,241,1,14,0
WuPhen_test_sonarqube22,1,19,12,1,0.2,0,8,0,0,0,0,20,32,719,588,java=490;xml=98,14,3,15,0,4,0.3,50,1,14,1
de.klingbeil.swaglist:wishlist.root,0,20,2,10,1.3,0,21,0,0,0,0,27,75,942,771,java=479;xml=292,2,1,0,0,1,0,4,1,2,0
myrddian_markovdb,1,14,21,7,1.9,0,8,0,0,0,0,14,29,553,365,java=287;xml=78,24,3,15,0,2,0.9,102,1,24,2
com.djrapitops:AbstractPluginFramework,0,74,29,959,18.9,17,34,6,148,1.5,2,101,539,8680,4109,java=3635;xml=474,12,1,0,0,1,0.2,298,1,29,0
com.imjxsh:hoops,0,17,0,415,34.2,0,9,0,0,0,0,16,105,2081,800,java=692;xml=108,0,1,0,0,1,0,0,1,0,0
springboot-angular-templating,0,48,10,178,7.4,0,24,0,0,0,0,78,176,2978,2223,css=36;java=795;ts=1014;web=343;xml=35,10,1,0,0,1,0.5,309,1,10,0
com.lbs.tedam:TedamManager,2,22,131,273,14.4,0,10,0,0,0,0,23,138,2670,1624,java=1551;xml=73,133,5,30,0,1,2.2,1072,1,133,0
enesify_springHibernateDemo,0,5,4,39,10.5,0,4,0,0,0,0,8,22,490,333,java=177;xml=156,4,1,0,0,1,0.2,20,1,4,0
WuPhen_test_sonarqube1,1,25,12,24,2.8,0,9,0,0,0,0,26,49,1039,829,java=731;xml=98,14,3,15,0,4,0.5,117,1,14,1
WuPhen_test_sonarqube2,1,25,12,24,2.8,0,9,0,0,0,0,26,49,1040,830,java=731;xml=99,14,3,15,0,4,0.5,117,1,14,1
welldoer_TDD-2-classical-cases,0,2,0,1,2.2,0,2,0,0,0,0,2,5,57,44,java=44,0,1,0,0,1,0,0,1,0,0
app2,0,76,337,179,2.9,0,17,18,494,6.8,0,99,392,7190,6023,java=3640;xml=2383,337,1,0,0,1,0,4541,1,337,0
es.upm.miw:APAW.ECP1.SandraOrtega,0,16,1,2,0.5,0,2,0,0,0,0,17,66,535,415,java=304;xml=111,1,1,0,0,1,0,1,1,1,0
org.jsmart:zerocode-tdd-parent,11,155,529,846,10,0,50,14,235,1.3,0,159,706,11094,7584,java=6979;xml=605,565,5,120,0,4,2.4,5417,1,565,25
albums-sales-cashback,2,33,3,0,0,0,21,0,0,0,0,35,108,1157,908,java=742;xml=166,5,2,30,0,1,0.1,32,1,5,0
ifood-backend-test,0,56,0,28,1.6,0,12,0,0,0,0,52,142,2410,1745,java=1623;xml=122,0,1,0,0,1,0,0,1,0,0
swe_refactoring,0,27,1,2,0.2,0,6,0,0,0,0,28,85,1085,836,java=785;xml=51,1,1,0,0,1,0,10,1,1,0
mse1-swe-refactoring,0,27,7,5,0.6,0,8,0,0,0,0,24,74,988,783,java=732;xml=51,7,1,0,0,1,0.3,60,1,7,0
CRAWLING,12,239,1162,1054,8.8,0,67,65,942,6.2,0,229,1018,15253,10951,css=46;java=10233;web=72;xml=600,1244,5,185,0,5,2.4,7852,1,1244,70
ThomasCaud_demineur-copy,7,152,456,573,6.7,0,20,4,45,0.4,1,145,1016,11146,7937,css=25;java=7837;xml=75,486,3,85,0,2,1.1,2581,1,486,23
sonia.scm.plugins:scm-statistic-plugin:2.0.0,0,34,27,36,2.4,0,6,0,0,0,0,34,151,2930,1439,java=1383;xml=56,27,1,0,0,1,0.5,214,1,27,0
eng_skill_dis,3,2,39,42,8.4,0,1,0,0,0,0,2,14,575,459,java=459,54,5,11,0,2,3,408,1,54,12
shopizer-ecommerce_shopizer,845,1017,8360,12957,6.6,0,357,1289,23409,9.3,0,1489,15619,245917,183392,css=49327;java=70843;js=39836;web=22004;xml=1382,9314,5,3922,0,5,1.4,77980,1,9314,109
com.github.bingoohuang:excel2javabeans,2,43,25,227,9.3,0,6,0,0,0,0,43,197,3197,2212,java=1976;xml=236,28,3,25,0,2,0.5,330,1,28,1
de.viadee:anchorjExtensions,8,65,79,816,19.4,0,21,0,0,0,0,64,345,5690,3389,java=2965;xml=424,87,4,125,0,1,0.8,816,1,87,0
ocp.s2i.springboot.rest:po-rest-service,0,4,3,28,14.7,0,4,0,0,0,0,5,20,255,162,java=107;xml=55,3,1,0,0,1,1.1,55,1,3,0
productKey,0,13,13,11,1.6,0,6,0,0,0,0,14,104,947,693,java=629;xml=64,18,1,0,0,4,0.3,59,1,18,5
blap,0,7,2,0,0,0,2,0,0,0,0,3,7,191,170,java=78;xml=92,2,1,0,0,1,0.4,20,1,2,0
bambucia100_io-text-transformer,0,15,70,46,5.3,0,7,4,162,11.9,0,18,56,1103,817,java=638;xml=179,70,1,0,0,1,2.8,696,1,70,0
UNIZAR-30246-2018-BLUE-BOMB_BackEnd,0,34,0,314,15.3,0,12,0,0,0,0,36,184,2686,1736,java=1666;plsql=61;web=9,0,1,0,0,1,0,0,1,0,0
org.sonar.plugins.kt.advance:sonar-kt-advance-plugin:switch-to-2018-XMLs-format,0,28,55,100,5.3,0,4,0,0,0,0,20,185,2831,1781,java=1781,56,1,0,0,2,0.7,383,1,56,1
org.sonar.plugins.kt.advance:sonar-kt-advance-plugin,0,28,55,100,5.3,0,4,0,0,0,1,20,185,2824,1775,java=1775,55,1,0,0,1,0.7,383,1,55,0
Blue-Bash_UrlShortener,0,54,0,78,4.1,0,13,0,0,0,0,51,216,2540,1833,java=1833,0,1,0,0,1,0,0,1,0,0
MoHousni_qualite,0,10,8,7,1.3,0,5,0,0,0,0,11,90,721,518,java=459;xml=59,8,1,0,0,1,0,20,1,8,0
me.bmordue.lgm:lgm,0,38,25,248,10.2,0,7,8,134,2.5,0,53,225,3216,2178,java=1872;xml=306,25,1,0,0,1,3.3,2127,1,25,0
org.varys:varys,0,79,25,9,0.2,0,15,4,58,0.8,0,80,437,6037,3761,java=3598;xml=163,28,1,0,0,5,0.4,495,1,28,3
iso9999_deliv,0,12,66,64,8.4,0,5,4,90,9,0,13,90,986,694,java=637;xml=57,67,1,0,0,4,1.8,382,1,67,1
08409e7a057cb6481601ec8b0d0d0758081d67e5,0,1,0,38,13.3,0,2,0,0,0,0,2,14,342,247,java=82;xml=165,0,1,0,0,1,0,0,1,0,0
fr.ippon.training:demo-travis,0,1,0,2,1.7,0,2,0,0,0,0,2,1,131,117,java=9;xml=108,0,1,0,0,1,0,0,1,0,0
stack-exchange-repo,0,17,1,6,1.1,0,10,0,0,0,0,18,37,700,544,java=426;xml=118,8,1,0,0,2,0,8,1,8,7
com.erudika:para-parent,0,153,454,4419,17.7,0,40,270,2741,6.2,3,174,1932,33696,20524,java=19245;xml=1279,454,1,0,0,1,1.1,6961,1,454,0
RE,0,56,6,34,1.3,0,14,0,0,0,0,55,115,3387,2641,java=2451;xml=190,6,1,0,0,1,0,15,1,6,0
tempData,6,125,171,348,7.1,0,29,6,136,1.9,0,124,311,6584,4535,java=4345;xml=190,182,5,65,0,4,0.9,1284,1,182,5
appeng:Applied-Energistics-2,174,1155,2461,3617,3.4,0,152,288,6127,4.1,0,1024,7955,150060,103949,java=103949,2714,3,1563,0,2,1.1,32756,1,2714,79
com.codenotfound:spring-ws-tolerant-reader,0,7,2,11,4.2,0,5,0,0,0,0,8,15,334,251,java=188;xml=63,2,1,0,0,1,0.1,7,1,2,0
com.codenotfound:spring-ws-timeout-httpclient,1,5,1,8,4,0,4,0,0,0,0,6,8,249,193,java=129;xml=64,2,2,5,0,1,0,0,1,2,0
com.codenotfound:spring-ws-ticketagent,0,5,0,3,1.7,0,4,0,0,0,0,6,7,220,173,java=112;xml=61,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-ws-soap-header,0,5,1,12,5.1,0,4,0,0,0,0,6,7,291,224,java=161;xml=63,1,1,0,0,1,0.1,5,1,1,0
com.codenotfound:spring-ws-mutual-authentication,0,5,0,8,3.4,0,4,0,0,0,0,6,12,293,224,java=158;xml=66,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-ws-soapaction-header,0,5,0,7,3.7,0,4,0,0,0,0,6,7,233,181,java=118;xml=63,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-ws-mutual-authentication-httpclient,0,5,1,6,2.8,0,4,0,0,0,0,6,11,272,209,java=146;xml=63,1,1,0,0,1,0.3,20,1,1,0
com.codenotfound:spring-ws-log-http-headers,0,9,6,9,3.2,0,5,0,0,0,0,10,21,362,270,java=212;xml=58,6,1,0,0,1,0.4,35,1,6,0
com.codenotfound:spring-ws-hello-world,0,5,0,0,0,0,4,0,0,0,0,6,7,227,184,java=126;xml=58,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-ws-https-httpclient,0,5,1,6,2.9,0,4,0,0,0,0,6,11,259,202,java=138;xml=64,1,1,0,0,1,0.3,20,1,1,0
com.codenotfound:spring-ws-https,0,5,3,7,3.2,0,4,0,0,0,0,6,10,271,212,java=146;xml=66,3,1,0,0,1,0.4,27,1,3,0
com.codenotfound:spring-ws-encryption,0,5,0,20,6.1,0,4,0,0,0,0,6,16,408,306,java=232;xml=74,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-ws-basic-authentication,0,6,1,3,1.5,0,4,0,0,0,0,7,11,260,203,java=141;xml=62,1,1,0,0,1,0.1,5,1,1,0
com.codenotfound:spring-ws-client-timeout,0,6,0,6,2.8,0,4,0,0,0,0,7,10,271,211,java=150;xml=61,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-ws-digital-signature,0,5,2,18,5.9,0,4,2,38,9.2,0,6,14,383,287,java=213;xml=74,2,1,0,0,1,0.5,40,1,2,0
com.codenotfound:spring-ws-basic-authentication-httpclient,0,5,0,7,3.5,0,4,0,0,0,0,6,9,247,192,java=124;xml=68,0,1,0,0,1,0,0,1,0,0
eu.tango:energy-modeller,0,122,273,4451,26.4,0,15,107,2063,7.7,0,105,1331,23766,12399,java=12179;xml=220,273,1,0,0,1,1.1,3909,1,273,0
hangman-master,0,11,30,8,1.6,0,4,0,0,0,0,14,42,606,491,java=379;xml=112,33,1,0,0,2,2.8,409,1,33,3
Eclipse-paho.mqtt.java,62,264,1451,14297,39.2,0,34,343,15973,24.2,0,252,2453,49014,22163,java=21297;web=171;xml=695,1565,5,588,0,5,2.4,15910,1,1565,52
Wadeck_sonarqube-plugin,10,72,28,250,6.1,0,8,0,0,0,0,55,421,6121,3830,java=3446;xml=384,38,3,165,0,1,0.3,347,1,38,0
raphaeldepain_WalkAndWork,0,4,4,42,10.3,0,7,0,0,0,0,13,27,477,364,java=195;xml=169,4,1,0,0,1,3.2,348,1,4,0
sonia.scm.plugins:scm-tagprotection-plugin,0,7,7,42,11.9,0,2,0,0,0,0,8,26,587,312,java=238;xml=74,7,1,0,0,1,0.2,21,1,7,0
com.codenotfound:spring-ws-helloworld,0,5,0,3,1.7,0,4,0,0,0,0,6,7,220,171,java=113;xml=58,0,1,0,0,1,0,0,1,0,0
Wadeck_mesos-plugin,17,45,190,311,8.2,0,3,0,0,0,0,20,307,4672,3469,java=3284;xml=185,209,5,275,0,2,1.5,1575,1,209,2
Wadeck_config-file-provider-plugin,2,62,190,410,12.1,0,16,8,177,2.7,0,44,281,4822,2967,java=2705;xml=262,201,3,30,0,4,1.5,1307,1,201,9
Wadeck_junit-plugin,14,48,284,1000,18.2,0,4,6,202,1.7,0,36,549,7778,4498,java=4354;web=8;xml=136,299,4,150,0,2,1.8,2454,1,299,1
eu.europa.ec.fisheries.uvms.plugins.flux.sales:flux-sales-plugin,1,128,2392,7060,19.6,0,24,300,7013,14.7,0,155,2407,44706,28949,java=25837;xml=3112,2395,2,5,0,4,3,25726,1,2395,2
org.jsmart:zerocode-rest-bdd,11,145,521,664,8.6,0,42,14,235,1.4,0,146,676,10189,7014,java=6693;xml=321,557,5,120,0,4,2.6,5367,1,557,25
srinivasbv22_project1,0,12,13,11,1.9,0,13,0,0,0,0,22,44,688,561,java=283;web=179;xml=99,16,1,0,0,4,0.4,71,1,16,3
com.denimgroup.threadfix:master-pom,204,1292,5145,24388,13.6,0,197,590,6251,2.6,0,1426,12742,224069,154781,css=2939;java=102630;js=32824;web=11994;xml=4394,5685,5,2129,0,5,1.3,59998,1,5685,336
santhoshTpixler_zerocode,11,145,521,664,8.6,0,42,14,235,1.4,0,146,676,10189,7014,java=6693;xml=321,557,5,120,0,4,2.6,5367,1,557,25
sfdsadf,13,100,315,253,5.5,0,17,21,384,6.5,0,82,468,5926,4350,java=4096;xml=254,354,3,195,0,2,2,2564,1,354,26
br.ufc.npi:empresta-ai,0,16,16,11,0.9,0,7,5,99,6.4,0,17,89,1509,1199,java=915;xml=284,19,1,0,0,4,0.5,164,1,19,3
HSCBDSCDFIXM,127,501,2475,1885,5.6,0,56,555,7952,18.2,0,522,3291,43663,31903,java=29353;plsql=2102;xml=448,2633,3,6827,0,4,2.2,21523,1,2633,31
WW6EXS3CYanxY8pYyY9e,0,61,38,63,1.3,0,42,0,0,0,0,102,231,5599,4736,java=86;kotlin=2818;xml=1832,38,1,0,0,1,0.2,247,1,38,0
wadiiessid_HelloWorld,0,2,0,1,1.5,0,2,0,0,0,0,3,2,83,66,java=19;xml=47,0,1,0,0,1,0,0,1,0,0
alexa-skills-kit-samples:soupit,1,30,144,35,1.9,0,5,27,375,13.2,0,31,98,2375,1849,java=1748;xml=101,177,3,10,0,2,3.5,1963,1,177,32
sergio_pb7_petclinic_repaso,0,24,12,171,13.9,0,7,0,0,0,0,26,108,1949,1055,java=826;xml=229,23,1,0,0,4,0.2,71,1,23,11
S12425,1,1,1,3,16.7,0,1,0,0,0,0,1,2,22,15,java=15,2,3,10,0,1,2.2,10,1,2,0
com.neperix.hobnob:hobnob-parent,1,50,16,31,2.1,0,34,0,0,0,0,63,86,1906,1470,java=885;xml=585,17,3,10,0,1,0.3,136,1,17,0
com.gmu.bookshare:bookshare-backend,0,18,6,29,3.5,0,9,0,0,0,0,18,73,1036,791,java=791,6,1,0,0,1,0.1,24,1,6,0
FuzzyImageToolBox:FuzzyImageToolBox_,0,16,23,13,1.6,0,8,6,124,8.4,0,23,81,1073,804,java=703;xml=101,23,1,0,0,1,0.7,162,1,23,0
com.codenotfound:spring-jms-message-selector,0,3,0,0,0,0,3,0,0,0,0,4,5,133,107,java=68;xml=39,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-topic,0,5,0,0,0,0,3,0,0,0,0,6,10,197,154,java=115;xml=39,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-message-converter,0,5,0,0,0,0,3,0,0,0,0,6,14,210,163,java=124;xml=39,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-listener,0,6,0,0,0,0,3,0,0,0,0,7,14,288,228,java=183;xml=45,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-jmstemplate,0,5,0,0,0,0,3,0,0,0,0,6,11,257,203,java=158;xml=45,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-activemq-hello-world,0,5,0,0,0,0,3,0,0,0,0,6,11,187,145,java=106;xml=39,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-artemis-hello-world,0,5,0,0,0,0,3,0,0,0,0,6,11,186,146,java=101;xml=45,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-integration,0,4,0,0,0,0,3,0,0,0,0,5,10,178,143,java=100;xml=43,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-annotations,0,3,0,0,0,0,3,0,0,0,0,4,4,110,86,java=47;xml=39,0,1,0,0,1,0,0,1,0,0
com.codenotfound:spring-jms-integration-gateway,0,4,1,0,0,0,3,0,0,0,0,5,11,201,162,java=119;xml=43,1,1,0,0,1,0.4,20,1,1,0
karvi,0,106,505,287,6.1,0,17,2,52,0.7,0,112,644,6305,4401,java=4314;xml=87,525,1,0,0,4,1.4,1806,1,525,20
sonia.scm.plugins:scm-webhook-plugin,0,23,1,313,27.5,0,4,0,0,0,0,24,77,2596,824,java=778;xml=46,1,1,0,0,1,0,10,1,1,0
sonia.scm.plugins:scm-jira-plugin,1,50,32,847,23,0,5,0,0,0,0,51,256,6566,2838,java=2747;xml=91,36,5,5,0,5,0.3,274,1,36,3
zuunr_gcloud-storage-maven-wagon,0,1,0,18,6,0,2,0,0,0,0,2,8,356,284,java=76;xml=208,0,1,0,0,1,0,0,1,0,0
JDEW__callcenter,2,12,13,104,25.9,0,6,0,0,0,0,12,44,649,297,java=297,18,3,17,0,2,1.7,152,1,18,3
HelgeCPH_cloudstack,1128,5413,32090,87925,15,0,860,3413,52742,6.4,0,4758,46380,732254,498309,java=491588;web=5;xml=6716,33825,5,9260,0,5,1.9,290751,1,33825,607
sonia.scm.plugins:scm-redmine-plugin,0,17,11,36,4.2,0,3,0,0,0,0,18,68,1415,828,java=703;xml=125,11,1,0,0,1,0.6,156,1,11,0
kdrozd_kdhost,0,15,69,84,4.3,0,5,30,344,13.6,0,16,114,2369,1872,java=1729;xml=143,69,1,0,0,1,1.8,985,1,69,0
BassamAZ_FMS,0,7,5,0,0,0,6,0,0,0,0,7,11,201,141,java=141,7,1,0,0,2,0.6,25,1,7,2
Java_Password_Org,0,3,19,15,9.4,0,2,0,0,0,0,4,9,192,145,java=76;xml=69,21,1,0,0,2,2.9,125,1,21,2
Online_Chess,0,32,198,361,13.4,0,13,0,0,0,4,33,148,3331,2343,java=2238;xml=105,213,1,0,0,2,0,1297,1,213,15
VaiTon_BungeePluginManager,0,5,3,23,4.5,0,2,0,0,0,0,6,23,582,483,java=391;xml=92,3,1,0,0,1,0.2,33,1,3,0
i386084_Shithead,0,26,4,246,14.7,0,14,0,0,0,0,27,125,2073,1423,java=1282;xml=141,5,1,0,0,5,0.1,35,1,5,1
jsr223-cpython,2,9,22,69,13.3,0,6,0,0,0,0,9,34,922,451,java=451,24,3,30,0,1,1.5,198,1,24,0
org.apn.elasticsearch:elasticsearch-elixir,1,20,1,83,5.2,0,22,0,0,0,0,33,85,1878,1518,java=562;scala=290;xml=666,2,5,5,0,1,0,5,1,2,0
xiangge2018mpmp,7,71,335,158,3.1,0,17,16,440,7.3,0,93,359,6007,4973,java=3139;xml=1834,346,2,125,0,5,2.8,4240,1,346,4
com.example.sonarcloud-integration,0,2,0,0,0,0,2,0,0,0,0,2,2,31,20,java=20,0,1,0,0,1,0,0,1,0,0
clz619_sinno-jms,6,56,143,531,15.2,0,19,8,160,2.5,0,65,412,5061,2962,java=2710;xml=252,164,3,90,0,5,1.8,1559,1,164,15
clz619_sinno-concurrent,2,41,159,505,22.1,0,11,2,60,1.4,0,39,226,3472,1778,java=1708;xml=70,163,2,10,0,2,2.9,1545,1,163,2
data-check,133,58,1392,3948,6.4,0,28,99,2270,2.9,0,86,4750,77538,57702,css=8350;java=4893;js=41282;web=2952;xml=225,1615,5,536,0,4,0.9,15193,1,1615,90
Tsakirogf_RestExample,0,12,19,1,0.2,0,5,0,0,0,0,13,56,554,458,java=369;xml=89,21,1,0,0,4,1.1,145,1,21,2
bleglo_hardys,0,24,15,86,12.4,0,5,0,0,0,0,25,81,1066,607,java=539;xml=68,21,1,0,0,2,0.9,169,1,21,6
Mj1812_BigIdea,3,49,20,260,11.5,0,21,0,0,0,0,50,212,2758,2006,java=1882;xml=124,24,3,45,0,5,0.3,152,1,24,1
l4crito_varios,2,3,1,1,0.5,0,1,0,0,0,0,3,28,239,190,java=190,4,5,10,0,2,0,2,1,4,1
Simulant87_Bot-Playground,0,2,4,13,12.4,0,2,0,0,0,0,3,8,137,92,java=65;xml=27,4,1,0,0,1,0.6,17,1,4,0
com.github.codesorcery:juan,0,43,0,133,7,0,7,0,0,0,0,46,135,2310,1768,java=1602;xml=166,0,1,0,0,1,0,0,1,0,0
DanielRuf_TYPO3.CMS,821,3317,18822,128621,19.9,0,1412,13097,71795,8.7,0,5873,26499,827958,518203,css=19561;java=1658;js=38544;php=422427;plsql=1533;web=16034;xml=18446,19740,5,2947,0,5,2.6,411930,1,19740,97
florirepo_sonar_repo,0,5,5,0,0,0,5,0,0,0,0,6,14,195,151,java=104;xml=47,9,1,0,0,2,0.6,29,1,9,4
JAVMovieScraper,21,161,1284,1750,8.7,0,15,140,1561,6.1,0,141,1649,24056,18269,java=18269,1473,5,275,0,2,2.4,13195,1,1473,168
avanerk_spring-forum,0,58,0,13,0.7,0,18,0,0,0,0,59,173,2315,1836,java=1629;xml=207,2,1,0,0,4,0,0,1,2,2
com.izeno.devops:devops-parent,1,7,37,26,4.9,0,5,0,0,0,0,10,21,570,506,java=343;xml=163,51,5,5,0,5,1.8,277,1,51,13
com.tibiawiki:TibiaWikiApi,0,101,30,106,1.7,0,13,4,58,0.6,0,101,424,7219,6144,java=5907;xml=237,30,1,0,0,1,0.1,101,1,30,0
kpapijnenburg_TriviaV2,36,58,172,117,4.5,0,17,0,0,0,1,59,264,3494,2495,java=2375;xml=120,252,5,215,0,2,0,1034,1,252,44
LazyDevelopment:Lister,0,21,1,411,16.6,0,8,3,45,0.5,0,29,100,3145,2058,java=1863;xml=195,1,1,0,0,1,0.1,40,1,1,0
cm.homeautomation:HomeAutomation,0,182,258,2126,14.3,3,67,10,455,2,4,182,1101,19564,12773,java=11512;js=468;plsql=18;web=14;xml=761,255,1,0,0,1,0.7,2507,1,258,0
