key,bugs, classes, code_smells, comment_lines, comment_lines_density, confirmed_issues, directories, duplicated_blocks, duplicated_lines, duplicated_lines_density, false_positive_issues, files, functions, lines, ncloc, ncloc_language_distribution, open_issues, reliability_rating, reliability_remediation_effort, reopened_issues, security_rating, sqale_debt_ratio, sqale_index, sqale_rating, violations, vulnerabilities
thimotyb_WebGoat,20,11,48,166,24.6,0,4,7,111,12.8,0,11,32,869,510,java=499;xml=11,85,5,105,0,5,0,449,1,85,17
com.hawcode:vinculum,0,7,0,6,1.7,0,5,0,0,0,0,8,14,480,348,java=109;xml=239,0,1,0,0,1,0,0,1,0,0
sgilberto_wanshitong,6,20,56,1675,46.1,0,13,6,134,2.7,0,42,129,4957,1956,css=571;java=704;js=214;plsql=72;xml=395,66,4,20,0,2,0.7,404,1,66,4
sgilberto_buddyshome,16,8,23,1515,16.6,0,12,0,0,0,0,33,631,11212,7599,css=219;java=407;js=6187;web=474;xml=312,40,3,44,0,2,0.1,124,1,40,1
rhdsmnd_data_structs,2,33,115,331,18.8,0,7,0,0,0,0,28,150,2106,1426,java=1400;xml=26,120,3,25,0,2,2.1,895,1,120,3
alive-mou_spring-cloud-7simple,0,1,0,0,0,0,2,0,0,0,0,2,1,117,101,java=15;xml=86,0,1,0,0,1,0,0,1,0,0
usegutierrez_use-hero,0,17,12,68,8.9,0,12,0,0,0,0,17,58,995,700,java=536;xml=164,16,1,0,0,1,0.2,39,1,16,0
callmate,0,7,23,9,0.9,0,7,4,84,7,0,23,26,1196,1018,java=425;xml=593,27,1,0,0,2,5.6,1704,2,27,4
devtty_store,17,73,148,703,6.2,0,21,6,420,3.1,0,100,359,13609,10696,css=6018;java=2189;js=830;web=1024;xml=635,165,3,33,0,1,0.4,1128,1,165,0
com.blackducksoftware.integration:hub-common-rest,0,9,8,6,1.6,0,3,6,82,12.2,0,9,37,673,368,java=368,8,1,0,0,1,1,114,1,8,0
com.blackducksoftware.integration:hub-common-reporting,0,8,22,2,0.3,0,4,0,0,0,0,7,85,953,602,java=602,25,1,0,0,2,0.7,131,1,25,3
gilmarbatistajr_cesar,0,5,19,6,2.2,0,2,0,0,0,0,6,35,344,271,java=208;xml=63,19,1,0,0,1,0.9,71,1,19,0
es.upm.miw:Bruno.Martin.SVC.miw.upm.es,0,7,19,2,1.3,0,2,0,0,0,0,8,12,190,148,java=55;xml=93,19,1,0,0,1,2.9,130,1,19,0
uk.gov.hmcts.reform:eta-invitation-service_demo-3BCNO6GGTPCABUUJKS6C3IPQUJ6K4LOSEYX57ZPBYBN4NUJNENUQ,0,26,10,24,2.5,0,6,0,0,0,0,25,90,1223,951,java=951,10,1,0,0,1,0.1,38,1,10,0
io.gumga:gumga-backend-all:develop,23,326,1033,2783,14,0,65,98,1991,7.5,0,324,1994,26702,17120,java=15722;xml=1398,1121,5,230,0,4,1.9,9692,1,1121,42
space.npstr.baymax:baymax,1,31,28,110,7.5,0,7,0,0,0,0,33,115,2423,1352,java=1352,29,5,5,0,1,0.7,295,1,29,0
fr.techad:sonar-gerrit-plugin,0,36,78,166,5.1,0,17,39,237,6.1,0,35,269,3907,3099,java=3099,79,1,0,0,5,1.1,1034,1,79,1
smuralee_code-snippets,0,75,149,73,6,0,19,0,0,0,0,67,152,1841,1144,java=1085;xml=59,149,1,0,0,1,3.9,1344,1,149,0
aneyze_unittester,0,4,19,3,0.7,0,2,0,0,0,0,5,36,534,433,java=359;xml=74,19,1,0,0,1,1.3,163,1,19,0
org.dimyriy:algo,0,49,0,93,4.7,0,16,0,0,0,1,44,210,2399,1869,java=1712;xml=157,0,1,0,0,1,0,0,1,0,0
FC4DE329-D99E-4583-955C-61273D77DB45-HCB-ANDROID,36,918,1135,7665,12.1,0,119,75,1740,2.2,0,704,4292,78502,55922,java=38078;kotlin=10043;xml=7801,1362,5,340,0,5,1.5,24965,1,1362,186
com.github.cherimojava.orchidae:orchidae-filems,0,15,0,8,2.1,0,7,0,0,0,0,16,13,486,371,java=246;xml=125,0,1,0,0,1,0,0,1,0,0
ch.burg.deskriptor:deskriptor-service,1,5,1,0,0,0,3,0,0,0,0,6,11,306,258,java=154;xml=104,3,3,10,0,4,0.1,5,1,3,1
es.upm.miw:joel.liriano.SVC,0,8,22,2,1.2,0,2,0,0,0,0,9,14,205,171,java=66;xml=105,22,1,0,0,1,2.9,150,1,22,0
jolomoreno_JoseLorenzo.Moreno.SVC.miw.upm.es,0,8,28,2,1.1,0,2,0,0,0,0,9,20,217,173,java=68;xml=105,28,1,0,0,1,3.5,180,1,28,0
coding-course,0,16,0,67,19.5,0,4,0,0,0,0,16,29,530,277,java=277,0,1,0,0,1,0,0,1,0,0
com.github.chandanv89:puzzles,1,6,21,57,17.2,0,8,0,0,0,0,9,11,422,275,java=139;xml=136,22,5,5,0,1,2.3,187,1,22,0
com.vrg:rapid-project,1,55,18,499,13,0,12,2,34,0.7,0,32,244,4887,3340,java=2881;xml=459,19,3,30,0,1,0.2,202,1,19,0
TestQ,312,157,5995,18254,19,0,120,722,66858,55.6,0,648,4328,120241,77787,<null>=3721;css=16486;java=6868;js=46550;php=15;web=3922;xml=225,6377,5,1946,0,5,1.4,31839,1,6377,69
OleksiiChumak_mset,0,17,0,78,12.5,0,5,0,0,0,0,12,78,1018,545,java=545,0,1,0,0,1,0,0,1,0,0
br.com.db1:parser,0,29,2,4,0.5,0,14,0,0,0,0,30,39,1089,871,java=677;xml=194,3,1,0,0,1,0.2,50,1,3,0
me.raatiniemi:jcmdr,0,19,0,43,7.5,0,8,0,0,0,0,17,78,1065,533,java=533,0,1,0,0,1,0,0,1,0,0
ch.burg.deskriptor:deskriptor-engine,0,22,2,7,0.8,0,6,0,0,0,0,14,71,1113,878,java=816;xml=62,2,1,0,0,1,0,11,1,2,0
5D0DCC31-7338-486C-8820-396387B3D602-PRO,27,924,914,2956,7.8,0,179,151,3869,8.1,0,877,2940,47773,34964,java=29680;xml=5284,965,5,175,0,5,1.2,12782,1,965,13
2FB2B0F4-EA93-4FA7-AC54-273343A5590E-PIGEON,18,74,898,3724,14.3,0,49,29,320,1,0,113,1568,31724,22301,css=2556;java=2428;js=15619;web=113;xml=1585,921,4,220,0,2,0.7,5001,1,921,5
789684B8-ED74-47C1-B99A-91ACF794565D-SMARTTRANSACTION,46,97,992,5042,13.5,0,65,221,11845,26.3,0,163,2198,45123,32301,<null>=1830;css=2597;java=3678;js=21678;web=134;xml=2384,1042,4,276,0,2,0.6,5798,1,1042,4
de.taimos:dvalin-parent,0,389,809,7074,29.6,0,125,35,740,2.3,5,388,1721,32138,16786,java=14896;xml=1890,820,1,0,0,1,1.9,9812,1,820,0
fr.loghub:netty-beats,0,16,20,133,10.7,0,2,0,0,0,0,14,100,1545,1111,java=874;xml=237,20,1,0,0,1,0.8,265,1,20,0
fr.loghub:serializedlog4jappender,0,8,0,64,6.7,0,2,0,0,0,0,7,77,1153,888,java=638;xml=250,0,1,0,0,1,0,0,1,0,0
workspace,0,41,19,151,10.5,0,11,2,44,2.2,0,41,133,1999,1290,java=1290,26,1,0,0,4,0.3,135,1,26,7
CloudWeather-Android,0,26,82,62,2,0,21,6,117,3.1,0,64,123,3827,3093,java=1518;xml=1575,92,1,0,0,2,1.4,1292,1,92,10
eatme-service,0,24,21,21,2.4,0,7,0,0,0,0,26,78,1134,869,java=691;xml=178,21,1,0,0,1,0.3,90,1,21,0
6237a429f54c46ab826b,0,1,0,195,3.2,0,6,0,0,0,0,16,2,6426,5856,c=398;cpp=5397;java=25;xml=36,0,1,0,0,1,0,0,1,0,0
alexph9_Alejandro.Puebla.Holguin.SVC.miw.upm.es,0,9,28,2,1.2,0,3,0,0,0,0,10,22,210,170,java=65;xml=105,28,1,0,0,1,2.3,116,1,28,0
org.eclipse.vorto:vorto-eclipse-plugin,0,306,933,17789,18.4,0,134,8813,63085,47.5,0,306,4152,132922,78756,java=77542;xml=1214,960,1,0,0,2,4.1,95884,1,960,27
es.upm.miw:Vanesa.Paniego.SVC.miw.upm.es,0,6,11,2,1.2,0,2,0,0,0,0,7,11,198,166,java=62;xml=104,11,1,0,0,1,0.4,22,1,11,0
gfablima_Project_UnitTesting_EmailExample,0,4,27,16,6.3,0,2,0,0,0,0,5,20,302,240,java=177;xml=63,27,1,0,0,1,3.9,282,1,27,0
org.springframework:my-ci-cd,0,5,3,6,3,0,2,0,0,0,0,6,8,233,193,java=66;xml=127,3,1,0,0,1,0.6,34,1,3,0
svc-miw,0,7,25,1,1.2,0,2,0,0,0,0,8,12,99,85,java=57;xml=28,25,1,0,0,1,4.8,122,1,25,0
es.upm.miw:sandra.ortega.sanchez.SCV,0,6,11,2,1.3,0,2,0,0,0,0,7,11,182,156,java=51;xml=105,11,1,0,0,1,1.2,55,1,11,0
lelo451_boxit-oficial,0,64,10,1,0.1,0,19,0,0,0,0,63,134,2304,1825,java=1702;xml=123,16,1,0,0,5,0.3,145,1,16,4
aipszilon_eredmenyek,0,1,0,0,0,0,1,0,0,0,0,1,1,13,9,java=9,0,1,0,0,1,0,0,1,0,0
mytest001,0,2,13,0,0,0,2,0,0,0,0,3,15,153,127,java=121;xml=6,14,1,0,0,1,3.4,130,1,14,0
borrar,0,1,0,0,0,0,1,0,0,0,0,1,1,13,9,java=9,0,1,0,0,1,0,0,1,0,0
ceiba-restaurante,0,38,12,92,8.4,0,10,9,132,8.5,0,38,146,1548,997,java=997,12,1,0,0,1,0.7,219,1,12,0
sonarTestTest,0,5,2,0,0,0,5,0,0,0,0,6,8,165,132,java=62;xml=70,2,1,0,0,1,0.8,32,1,2,0
jggonzalezh_restfulexample,0,3,1,0,0,0,1,0,0,0,0,3,5,54,39,java=39,1,1,0,0,1,0.2,2,1,1,0
SOUTHERNTOURS,26,116,85,241,4.3,0,50,2,50,0.7,0,202,427,6964,5422,css=63;java=2224;js=28;ts=1847;web=1092;xml=168,111,2,67,0,1,0.2,403,1,111,0
com.github.XDean:fluent-csv,0,24,31,145,9.6,0,4,3,36,1.9,0,17,140,1928,1373,java=1311;xml=62,31,1,0,0,1,0.9,356,1,31,0
es.upm.miw.SVC:JAlfredo.Jimenez,0,6,17,2,1.3,0,4,0,0,0,0,7,11,186,156,java=51;xml=105,17,1,0,0,1,2.5,115,1,17,0
W53:W53-GREETINGAPI:master,0,5,54,11,8.8,0,6,0,0,0,0,6,11,166,114,java=103;xml=11,55,1,0,0,2,7.7,265,2,55,1
com.fudge.spatialcrafting:SpatialCrafting,0,95,0,262,5.2,0,24,5,75,1.1,21,93,551,6960,4799,java=4377;kotlin=422,0,1,0,0,1,0,0,1,0,0
meghasoni28_CalculatorApp,2,2,100,98,19.2,0,4,0,0,0,0,7,7,584,412,css=12;java=202;web=151;xml=47,104,3,5,0,2,4.4,541,1,104,2
net.sf.xtext-jbase:jbase.releng,0,37,0,268,7.6,0,25,0,0,0,0,37,188,4189,3254,java=2934;xml=320,0,1,0,0,1,0,0,1,0,0
com.github.xmlet:xsdParser,0,81,13,845,16.7,0,9,12,286,4,0,82,637,7192,4229,java=4062;xml=167,13,1,0,0,1,0.2,250,1,13,0
es.upm.miw:alejandro.delpuerto.SVC.miw.upm.es,0,6,17,2,1.3,0,4,0,0,0,0,7,11,182,156,java=51;xml=105,17,1,0,0,1,2.5,115,1,17,0
com.beuwa:redwine,0,54,4,538,25.3,0,15,2,30,1.2,0,48,160,2568,1587,java=1418;xml=169,4,1,0,0,1,0.2,72,1,4,0
MircoFiocchi_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,705,0,5,3.2,11532,1,1094,162
leakkari_ecse429-tutorial-3,1,1,2,1,2,0,2,0,0,0,0,2,1,57,50,java=10;xml=40,3,3,10,0,1,1,15,1,3,0
com.mcgill.ca:tutorial3,0,1,2,1,1.1,0,2,0,0,0,0,2,1,107,93,java=10;xml=83,2,1,0,0,1,0.5,15,1,2,0
ca.mcgill.ecse429:tutorial-3,1,1,2,1,2,0,2,0,0,0,0,2,1,57,50,java=10;xml=40,3,3,10,0,1,1,15,1,3,0
vtraineau_429_t_m,1,1,3,2,2.1,0,2,0,0,0,0,2,1,107,93,java=10;xml=83,4,3,10,0,1,0.9,25,1,4,0
villegasnaty_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,705,0,5,3.2,11532,1,1094,162
anhelius_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,705,0,5,3.2,11532,1,1094,162
nicolaskobelt_java-projects,61,277,866,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1068,5,595,0,5,3.3,11747,1,1068,137
francotruffa1_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,705,0,5,3.2,11532,1,1094,162
ropiantoni_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,705,0,5,3.2,11532,1,1094,162
lalipognante_java-projects,61,277,866,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1068,5,595,0,5,3.3,11747,1,1068,137
jubertorello_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,705,0,5,3.2,11532,1,1094,162
marcoslozadaf_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,705,0,5,3.2,11532,1,1094,162
alexisfr_java-projects,77,277,851,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,705,0,5,3.2,11532,1,1094,162
org.vea:tutorial,0,11,0,0,0,0,5,0,0,0,0,12,21,382,287,java=189;xml=98,0,1,0,0,1,0,0,1,0,0
metebalci_okhttp,152,288,871,5057,16.6,0,61,8,258,0.6,0,223,2233,39708,25356,java=23504;xml=1852,1058,5,1840,0,5,1.2,8921,1,1058,31
org.leandreck.endpoints:parent,0,46,17,291,8.9,0,8,9,124,2.6,0,38,368,4740,2969,java=2566;xml=403,17,1,0,0,1,0.5,460,1,17,0
ale,22,104,1405,415,2.4,0,12,152,3085,14.2,0,105,982,21784,16875,java=16515;plsql=227;xml=133,1447,5,205,0,2,4,20300,1,1447,17
Kenezke1_native-kinder-backend,0,24,5,18,2.3,0,8,0,0,0,0,25,98,1035,777,java=662;xml=115,7,1,0,0,2,0.1,26,1,7,1
po.lab.predix.example:timeseries-example,0,6,8,1,0.3,0,2,0,0,0,0,7,27,388,314,java=234;xml=80,9,1,0,0,1,1.6,150,1,9,0
BrunoSzczuk_ApontaHidrometro,34,44,85,159,3.6,0,14,18,388,6.8,0,69,454,5703,4229,java=2816;web=1212;xml=201,131,3,80,0,4,0.5,688,1,131,12
com.ihappy.backend:ihappy-backend-project,122,1013,1691,1877,3.9,0,208,45,1080,1.7,0,940,2847,64068,46013,java=43786;xml=2227,1869,5,1524,0,5,0.8,11163,1,1869,54
Text_Messenger_Project,1,75,2,58,2,0,13,4,404,11.3,0,80,245,3564,2812,java=2507;plsql=304;web=1,3,3,15,0,1,0,30,1,3,0
org.sonarsource.samples:java-custom-rules,3,15,9,63,8.6,0,3,0,0,0,0,14,38,1177,672,java=486;xml=186,12,3,15,0,1,0.5,110,1,12,0
org.sonarsource.samples:javascript-custom-rules,1,4,0,27,12.9,0,3,0,0,0,0,5,8,342,183,java=113;xml=70,1,3,10,0,1,0,0,1,1,0
org.sonarsource.samples:php-custom-rules,0,4,0,30,13.8,0,3,0,0,0,0,5,8,352,188,java=125;xml=63,0,1,0,0,1,0,0,1,0,0
org.sonarsource.samples:rpg-custom-rules,0,3,0,1,0.8,0,3,0,0,0,0,4,6,219,126,java=55;xml=71,0,1,0,0,1,0,0,1,0,0
org.sonarsource.samples:cobol-custom-rules,0,5,0,14,5.9,0,3,0,0,0,0,6,10,348,222,java=142;xml=80,0,1,0,0,1,0,0,1,0,0
Yasinaaa_Monstriki,4,130,468,423,4.2,0,57,9,123,1,0,256,676,12308,9589,java=6132;xml=3457,514,3,45,0,2,1.8,5319,1,514,41
OscarF95_dojo-selenium,0,11,3,1,0.3,0,3,0,0,0,0,12,54,422,312,java=285;xml=27,3,1,0,0,1,0.1,6,1,3,0
es.upm.miw:IWVG.SwC.AgustinTorrecilla,0,5,3,32,10.6,0,3,0,0,0,0,6,34,370,270,java=165;xml=105,3,1,0,0,1,0.2,15,1,3,0
valor.ranner,0,27,13,3,0.5,0,10,2,36,4.1,0,27,91,877,658,java=658,13,1,0,0,1,0.9,183,1,13,0
de.hhu.stups.plues.dataeditor,0,69,19,202,3,0,13,2,44,0.5,0,68,763,8271,6618,java=6618,19,1,0,0,1,0.1,170,1,19,0
pvmo_kasy_core,6,26,18,24,1.9,0,7,2,22,1.4,0,26,172,1566,1218,java=1119;xml=99,28,4,75,0,2,0.7,240,1,28,3
com.dbsoftwares.centrixcore:CentrixCore,56,161,6893,569,5,0,58,183,2399,17,0,157,1070,14092,10761,java=10408;xml=353,7097,5,635,0,4,11.2,36150,3,7097,138
AUP,103,118,914,3949,6.3,0,54,182,7488,9.1,0,183,3014,82345,58896,<null>=1143;css=25953;java=6022;js=25313;xml=465,1028,3,1665,0,4,0.4,6994,1,1028,11
ssss51252521,623,1571,30360,82309,16.2,0,90,6715,238959,37.6,0,1411,52092,635319,427191,css=12038;java=294100;js=41568;web=927;xml=78558,31796,5,7013,0,5,2.3,298003,1,31796,779
justiandre_example-kotlin-springboot-graphql,0,17,0,0,0,0,10,0,0,0,0,16,45,455,339,java=1;kotlin=338,0,1,0,0,1,0,0,1,0,0
ldeitos_rest-util,0,2,2,34,9.5,0,2,0,0,0,0,3,12,441,323,java=131;xml=192,2,1,0,0,1,0.4,35,1,2,0
com.crossoverjie.interview:interview,27,81,186,561,20,0,24,2,33,0.8,0,67,188,3997,2249,java=2138;xml=111,242,5,334,0,2,2,1323,1,242,27
qwertyuiop,0,71,47,351,13.1,0,9,2,44,1.3,0,71,247,3481,2337,java=2205;xml=132,49,1,0,0,4,0.9,653,1,49,1
com.googlecode.phisix:phisix,0,16,10,58,5,0,10,0,0,0,0,21,44,1627,1095,java=516;xml=579,10,1,0,0,1,0.4,127,1,10,0
banchuanyu_shepher,10,104,202,1186,17.1,0,36,8,169,1.5,0,111,373,11332,5756,java=5376;xml=380,217,3,100,0,5,1.5,2570,1,217,3
marcellusm2_innovatis-monolithic-application,0,250,28,836,5.3,0,72,14,316,1.6,7,376,1241,19173,14915,css=136;java=4807;ts=6204;web=3215;xml=553,45,1,0,0,4,0,2118,1,45,16
com.url:shortener,0,10,0,8,2,0,3,0,0,0,0,11,38,516,398,java=305;xml=93,0,1,0,0,1,0,0,1,0,0
2R:oncom,9,13,30,118,16.2,0,6,0,0,0,0,14,41,990,611,java=515;xml=96,51,5,85,0,2,1.8,329,1,51,10
nicokosi_java-for-katas,0,2,3,0,0,0,1,0,0,0,0,1,3,22,14,java=14,3,1,0,0,1,4.8,20,1,3,0
org.ietr.preesm:org.ietr.preesm.parent:v2.15.1,83,879,4304,42554,31.7,0,232,1717,13822,6.9,0,879,6725,199943,91807,java=90688;xml=1119,4578,5,955,0,4,2.5,68065,1,4578,181
io.eventcenter:ec,62,429,933,2825,11.5,0,116,100,1949,6.1,0,422,2393,32202,21680,css=87;java=19397;js=926;web=181;xml=1089,1018,5,870,1,4,1.8,11618,1,1019,22
shraddhasable_CalculatorApp,2,2,100,98,19.2,0,4,0,0,0,0,7,7,584,412,css=12;java=202;web=151;xml=47,104,3,5,0,2,4.4,541,1,104,2
com.github.xmlet:xsdAsmFaster,0,17,20,612,21.8,0,5,0,0,0,0,18,152,3734,2198,java=1930;xml=268,20,1,0,0,1,0.4,254,1,20,0
poppaflump_javaframework,0,7,4,11,3.7,0,6,0,0,0,0,8,10,371,283,java=99;xml=184,5,1,0,0,4,0.3,29,1,5,1
javamm:javamm.releng,0,29,0,200,15.1,0,21,0,0,0,0,31,66,1689,1122,java=928;xml=194,0,1,0,0,1,0,0,1,0,0
NataliaMarufuji_analise-psufg,203,147,4718,784,2.8,0,30,24,447,1.4,0,199,1522,32376,27025,css=9960;java=9739;js=2227;web=4772;xml=327,4940,5,688,0,2,3.1,25186,1,4940,7
com.github.xmlet:xsdAsm,0,17,55,575,17.8,0,5,17,183,4.3,0,18,157,4223,2662,java=2393;xml=269,55,1,0,0,1,1.1,856,1,55,0
gravity,47,227,1250,1399,7.2,0,121,106,1473,6.2,0,264,980,23691,18055,java=17218;xml=837,1385,5,470,0,2,2.7,14427,1,1385,80
snehalgaikwad12_CalculatorApp,2,2,100,98,19.2,0,4,0,0,0,0,7,7,584,412,css=12;java=202;web=151;xml=47,104,3,5,0,2,4.4,541,1,104,2
org.folio:mod-data-import-storage,0,1,2,4,1,0,2,0,0,0,0,2,2,410,380,java=38;xml=342,2,1,0,0,1,0,0,1,2,0
com.github.xmlet:htmlApiTest,0,438,252,0,0,0,2,10,710,7.2,0,439,1831,9856,7354,java=7254;xml=100,252,1,0,0,1,0.6,1355,1,252,0
com.github.xmlet:htmlApiFasterTest,0,211,21,0,0,0,2,10,710,5.7,0,212,2169,12524,9618,java=9519;xml=99,21,1,0,0,1,0.1,204,1,21,0
hello-word-service,0,1,0,0,0,0,1,0,0,0,0,1,1,13,9,java=9,0,1,0,0,1,0,0,1,0,0
ru.tsystems.javaschool.glushkov:TicketsMage,0,37,13,91,3.7,0,17,0,0,0,0,60,112,3197,2395,<null>=653;css=3;java=1380;js=17;xml=342,13,1,0,0,1,0,20,1,13,0
com.inivation:jfxaer,1,47,33,399,8.2,0,2,24,380,6.2,0,21,405,6141,4480,java=4357;xml=123,37,5,10,0,4,0.4,574,1,37,1
omratas1234-,0,2,0,0,0,0,3,0,0,0,0,3,2,72,58,java=19;xml=39,0,1,0,0,1,0,0,1,0,0
igoralves_apple-prices,10,17,15,5,0.7,0,12,3,87,9.2,0,17,57,942,667,java=667,25,3,100,0,1,1,194,1,25,0
alexfoglia1_attsw-exam,0,1,0,0,0,0,1,0,0,0,0,1,1,13,9,java=9,0,1,0,0,1,0,0,1,0,0
jolomoreno_IWVG.SwC.JoseLorenzo,0,4,6,2,0.7,0,2,0,0,0,0,5,33,328,268,java=163;xml=105,6,1,0,0,1,0.2,18,1,6,0
17a77833-c604-49f6-be3f-bd39ab493e6a,0,21,14,188,23.3,0,6,0,0,0,0,20,69,1156,619,java=525;xml=94,14,1,0,0,1,0.5,90,1,14,0
ojivalabs_capisci-v2,1058,238,34095,29981,9.7,2,240,5362,74762,20.7,0,1059,15063,361539,280358,<null>=31950;css=56658;java=46528;js=131522;php=1217;web=11867;xml=616,35445,5,6792,0,5,0,285548,1,35447,264
xuejiangtao_maven-project,0,1,1,11,3.9,0,6,0,0,0,0,6,2,354,273,<null>=1;java=8;xml=264,1,1,0,0,1,0,5,1,1,0
com.mcgill.ca.tutorial3:tutorial3,0,1,2,2,2.1,0,2,0,0,0,0,2,1,105,94,java=14;xml=80,2,1,0,0,1,0.7,20,1,2,0
kira-95_SonarCloudTest,0,8,9,3,1.8,0,5,0,0,0,0,9,21,217,161,java=126;xml=35,9,1,0,0,1,1.9,92,1,9,0
FelixFrei_maven-project,0,1,2,11,3.9,0,6,0,0,0,0,6,2,354,273,<null>=1;java=8;xml=264,2,1,0,0,1,0.1,5,1,2,0
shraddhasable_CalculatorNew,0,2,9,8,4.2,0,4,0,0,0,0,6,6,239,182,java=95;web=34;xml=53,11,1,0,0,2,0.8,42,1,11,2
wuxinbo_common-email,1,9,19,157,25.8,0,4,0,0,0,0,7,41,810,452,java=335;xml=117,23,3,15,0,5,1.7,230,1,23,3
com.phani:sonarcloud-demo,0,1,0,0,0,0,2,0,0,0,0,2,1,64,50,java=9;xml=41,0,1,0,0,1,0,0,1,0,0
em-anno:application,0,19,42,139,22.6,0,9,0,0,0,0,19,36,793,475,java=475,45,1,0,0,4,1.4,206,1,45,3
com.mt:maven-web-project,2,1,3,1,0.5,0,4,0,0,0,0,4,1,206,182,<null>=5;java=24;xml=153,5,3,5,0,1,0.3,17,1,5,0
Yphanikumar5_Maven-Web-Project,2,1,3,1,0.5,0,4,0,0,0,0,4,1,206,182,<null>=5;java=24;xml=153,5,3,5,0,1,0.3,17,1,5,0
com.phani:maven-web-project,2,1,3,1,0.5,0,4,0,0,0,0,4,1,207,183,<null>=5;java=24;xml=154,5,3,5,0,1,0.3,17,1,5,0
com.kumar,0,2,0,2,9.1,0,2,0,0,0,0,2,2,33,20,java=20,0,1,0,0,1,0,0,1,0,0
com.example:attsw-exam,0,5,1,0,0,0,1,0,0,0,0,5,19,138,93,java=93,1,1,0,0,1,0.1,2,1,1,0
flypass,4,117,155,977,13.7,0,12,32,1127,10.9,0,118,944,10384,6170,java=6023;xml=147,175,5,45,0,5,1,1818,1,175,16
ch.mycompany.test:multimod:release-1.0,3,3,37,9,4.5,0,5,2,64,27.6,0,6,16,232,192,java=129;xml=63,46,3,45,0,2,5.9,341,2,46,6
eventstore,0,25,3,145,18.9,0,6,0,0,0,0,24,91,1083,623,java=623,3,1,0,0,1,0.1,27,1,3,0
manuel2287_sonar-scanning-examples,0,2,7,8,3.6,0,6,0,0,0,0,6,3,259,213,java=18;xml=195,7,1,0,0,1,1,65,1,7,0
guhungry_android-customviews,0,13,0,26,12.2,0,6,0,0,0,0,12,26,255,187,java=12;kotlin=170;xml=5,0,1,0,0,1,0,0,1,0,0
resinas_ppinot,3,179,233,999,11.5,0,23,8,357,3,0,156,865,11927,7651,java=7309;xml=342,243,5,15,0,2,0.9,2082,1,243,7
TrecApps_Quiz_System_P2_2,0,24,39,49,2.7,0,8,7,128,5.7,0,33,191,2233,1739,java=1589;web=39;xml=111,41,1,0,0,4,0.6,321,1,41,2
com.vip.vjtools:vjkit,1,95,72,1594,23.6,0,20,0,0,0,0,75,760,10511,5150,java=4915;xml=235,76,3,15,0,4,0.5,802,1,76,3
uk.gov.hmcts.reform.ref.pup:professional-user-profile,0,31,2,0,0,0,9,0,0,0,0,31,93,1362,1016,java=1016,2,1,0,0,1,0.1,20,1,2,0
user-admin-dashboard,0,1,0,4,5.1,0,2,0,0,0,0,2,1,93,75,java=9;xml=66,0,1,0,0,1,0,0,1,0,0
MSNBCHibernate,0,20,11,11,1,0,8,0,0,0,0,22,164,1343,1106,java=1023;xml=83,24,1,0,0,5,0.2,82,1,24,13
Miguel.Calderon:SVC.miw.upm.es,0,2,5,2,1.7,0,2,0,0,0,0,3,3,127,116,java=13;xml=103,5,1,0,0,1,1,35,1,5,0
dmytro-verner_cracking-the-coding-interview,1,21,42,108,10.1,0,18,0,0,0,0,19,65,1233,957,java=916;xml=41,45,2,15,0,2,1.1,326,1,45,2
crandonriordan_Project2-Chatterbox,0,26,49,7,0.5,0,7,2,24,1.3,0,29,179,1830,1437,java=1315;xml=122,57,1,0,0,4,0.8,349,1,57,8
com.revature:SuperheroesWorkspace,0,24,69,252,15.2,0,7,21,244,12.1,0,25,135,2024,1407,java=1344;xml=63,80,1,0,0,5,1.8,741,1,80,11
com.github:pochi,7,160,59,14,0.3,0,37,4,78,1.3,0,171,668,6009,4689,java=4042;xml=647,67,3,60,0,2,0.3,425,1,67,1
novoa-j_Project2Repo,0,20,32,21,1.9,0,8,0,0,0,0,21,166,1343,1107,java=1033;xml=74,40,1,0,0,4,0.8,280,1,40,8
com.rajendarreddyj:development-java,133,277,795,2315,16.3,0,59,84,916,5.4,0,242,837,16922,11896,java=11546;xml=350,1094,5,1605,0,5,3,10632,1,1094,162
org.folio:mod-finance,0,6,12,6,0.3,0,2,0,0,0,0,7,48,2158,1973,java=1541;xml=432,12,1,0,0,1,0,24,1,12,0
