id,projectKey,bugs,classes,code_smells,comment_lines,comment_lines_density,confirmed_issues,directories,duplicated_blocks,duplicated_lines,duplicated_lines_density,false_positive_issues,files,functions,lines,ncloc_java,open_issues,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,sqale_debt_ratio,sqale_index,sqale_rating,violations,vulnerabilities,total_issues,design_issues,squid:S3422,squid:S2975,squid:S2638,squid:S2221,squid:S2166,squid:S2157,squid:S2147,squid:S2134,squid:S2068,squid:S1696,squid:S1610,squid:S1609,squid:S1598,squid:S1226,squid:S1199,squid:S1193,squid:S1188,squid:S1182,squid:S1181,squid:S1166,squid:S1165,squid:S1163,squid:S1161,squid:S106,squid:S00107,squid:S00104,squid:MethodCyclomaticComplexity,squid:ClassVariableVisibilityCheck,squid:ClassCyclomaticComplexity,squid:S1695,squid:S1160,squid:S2059,squid:S2693,squid:S2438,squid:S1118,squid:S3398,squid:S2062,squid:S2077,squid:S2095,javascript:Eval,squid:ObjectFinalizeOverridenCheck,squid:RedundantThrowsDeclarationCheck,squid:S00112,squid:S1133,squid:S1148,squid:S1170,squid:S1185,squid:S1192,squid:S1194,squid:S1210,squid:S1214,squid:S1217,squid:S1220,squid:S1221,squid:S1301,squid:S1313,squid:S1444,squid:S1488,squid:S1848,squid:S1860,squid:S1862,squid:S1872,squid:S1873,squid:S2142,squid:S2236,squid:S2273,squid:S2276,squid:S2386,squid:S2696,squid:S2737,squid:S2885,squid:S2222,AVGsquid:S00104,AVGsquid:S00107,AVGsquid:S00112,AVGsquid:MethodCyclomaticComplexity,AVGsquid:ClassVariableVisibilityCheck,AVGsquid:ObjectFinalizeOverridenCheck,AVGsquid:S1118,AVGsquid:RedundantThrowsDeclarationCheck,AVGsquid:S1133,AVGsquid:S1160,AVGsquid:S1161,AVGsquid:S1165,AVGsquid:S1166,AVGsquid:S1182,AVGsquid:S1185,AVGsquid:S1188,AVGsquid:S1194,AVGsquid:S1199,AVGsquid:S1210,AVGsquid:S1217,AVGsquid:S1220,AVGsquid:S1221,AVGsquid:ClassCyclomaticComplexity,AVGsquid:S1444,AVGsquid:S1598,AVGsquid:S1609,AVGsquid:S1610,AVGsquid:S2059,AVGsquid:S2062,AVGsquid:S2134,AVGsquid:S2157,AVGsquid:S2166,AVGsquid:S2221,AVGsquid:S2222,AVGsquid:S2236,AVGsquid:S2273,AVGsquid:S2276,AVGsquid:S2386,AVGsquid:S2638,AVGsquid:S2693,AVGsquid:S2696,AVGsquid:S2885,AVGsquid:S2975,AVGsquid:S3398,AVGsquid:S3422,outliersquid:S00104,outliersquid:S00107,outliersquid:S00112,outliersquid:MethodCyclomaticComplexity,outliersquid:ClassVariableVisibilityCheck,outliersquid:ObjectFinalizeOverridenCheck,outliersquid:S1118,outliersquid:RedundantThrowsDeclarationCheck,outliersquid:S1133,outliersquid:S1160,outliersquid:S1161,outliersquid:S1165,outliersquid:S1166,outliersquid:S1182,outliersquid:S1185,outliersquid:S1188,outliersquid:S1194,outliersquid:S1199,outliersquid:S1210,outliersquid:S1217,outliersquid:S1220,outliersquid:S1221,outliersquid:ClassCyclomaticComplexity,outliersquid:S1444,outliersquid:S1598,outliersquid:S1609,outliersquid:S1610,outliersquid:S2059,outliersquid:S2062,outliersquid:S2134,outliersquid:S2157,outliersquid:S2166,outliersquid:S2221,outliersquid:S2222,outliersquid:S2236,outliersquid:S2273,outliersquid:S2276,outliersquid:S2386,outliersquid:S2638,outliersquid:S2693,outliersquid:S2696,outliersquid:S2885,outliersquid:S2975,outliersquid:S3398,outliersquid:S3422,inheritance,exception,vmsmell,interface,threading,complexity,ATDx
4616,org.iop.iopsci.svc:iopsci-migration-project,7,184,281,473,5.5,0,39,8,112,1,0,167,834,10816,7691,293,5,70,0,2,0.9,2185,1,293,5,293,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,8,0,0,0,1,0,0,26,20,0,1,0,0,25,0,1,1,0,0,0,4,0,2,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4.79616307,2.600442075,0,10.86956522,0,43.47826087,3.380574698,0,0,1.199040767,0,0,0,0,0,0,0.520088415,1.199040767,0,0,0,0,10.86956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,1.25,0.714285714,2.142857143,0,0.833333333,1.008597884
4617,org.ITGirls:e-school,2,103,252,258,8.1,0,16,2,40,0.9,0,104,200,4637,2788,261,3,20,0,2,2.3,1979,1,261,7,321,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.793400287,0,29.12621359,0,9.708737864,0.358680057,0,0,0,19.41747573,0,0,0,0,0,0,0,0,0,0,0,19.41747573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717360115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.625,0,0.714285714,0,0,0.223214286
4618,org.itsallcode:openfasttrace,0,155,2,3875,30.2,0,62,0,0,0,0,154,958,15959,8153,3,1,0,0,5,0,15,1,3,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4619,org.javabeanstack:jbs-parent,1,149,223,4787,26.3,0,50,21,379,0.9,69,150,2060,26234,12985,215,3,15,9,1,0.5,2019,1,224,0,617,205,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,27,70,7,0,0,0,40,0,0,6,0,0,0,0,0,2,23,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1.45631068,5.39083558,0,20.13422819,0,6.711409396,2.079322295,3.398058252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.42281879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13422819,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.555555556,1.25,0.714285714,2.142857143,0,0.833333333,0.916005291
4620,org.javaquarium,0,21,1,80,11.8,0,6,0,0,0,0,22,67,1049,576,1,1,0,0,1,0.1,20,1,1,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472222222,0,0,0,95.23809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4621,org.jaxygen:jaxygen-project,48,220,446,1091,11.2,0,70,2,28,0.2,0,219,859,14696,6520,532,5,721,0,4,1.4,3704,1,532,38,532,122,0,0,0,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,1,0,1,3,0,4,1,0,0,7,0,0,3,0,0,0,12,0,0,0,2,0,1,41,2,0,0,0,0,16,0,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1.164144354,0.306748466,0,31.81818182,4.545454545,54.54545455,6.288343558,0,3.492433062,0,4.545454545,0,0,0,0,0,0.613496933,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460122699,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.555555556,1.875,0,2.857142857,0,0.833333333,1.020171958
4622,org.jayware:entity-essentials:entity-essentials-api,0,212,82,1539,31.5,0,10,0,0,0,0,130,570,9533,3347,82,1,0,0,1,0.5,506,1,82,0,334,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,238,0,0,0,0,0,6,0,0,14,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.60377358,71.10845533,0,0,3.50877193,0,0,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0.625,0,0.714285714,0,0,0.315806878
4623,org.jayware:entity-essentials:entity-essentials-api:development,0,212,82,1539,31.5,0,10,0,0,0,0,130,570,9533,3347,82,1,0,0,1,0.5,506,1,82,0,339,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,238,0,0,0,0,0,6,0,0,14,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.32075472,71.10845533,0,0,3.50877193,0,0,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0.625,0,0.714285714,0,0,0.315806878
4624,org.jayware:entity-essentials:entity-essentials-impl,0,90,42,21,0.3,0,11,2,42,0.4,0,68,694,11252,8271,42,1,0,0,1,0.2,509,1,42,0,159,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,53,7,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.846330553,0,0,0,11.11111111,6.407931326,0,0,0,0,0,0,0,0,0,0.725426188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44092219,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.25,0,0,0,0.833333333,0.347222222
4625,org.jayware:entity-essentials:entity-essentials-impl:development,0,90,42,21,0.3,0,11,2,42,0.4,0,68,694,11252,8271,42,1,0,0,1,0.2,509,1,42,0,164,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,53,7,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.846330553,0,0,0,11.11111111,6.407931326,0,0,0,0,0,0,0,0,0,0.725426188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44092219,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.25,0,0,0,0.833333333,0.347222222
4626,org.jbb:jbb-parent:0.1.0,0,10,4,51,5.5,0,10,0,0,0,0,18,20,1147,219,4,1,0,0,1,0,10,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,org.jbb:jbb-parent:0.2.0,0,24,5,36,2.4,0,28,0,0,0,0,40,55,1954,486,5,1,0,0,1,0,10,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,org.jbb:jbb-parent:0.2.1,0,24,5,36,2.4,0,28,0,0,0,0,40,55,1954,486,5,1,0,0,1,0,10,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,org.jbb:jbb-parent:0.3.0,0,68,4,81,2.7,0,53,0,0,0,0,90,163,4269,1572,4,1,0,0,1,0,15,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,org.jbb:jbb-parent:0.4.0,0,126,5,122,2.2,0,94,0,0,0,0,154,305,7917,3150,5,1,0,0,1,0,55,1,5,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,org.jbb:jbb-parent:0.5.0,0,158,4,139,2,0,103,0,0,0,0,185,392,9878,4129,4,1,0,0,1,0,25,1,4,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,org.jbb:jbb-parent:0.6.0,0,232,5,161,1.7,0,137,0,0,0,0,257,567,13640,6229,5,1,0,0,1,0,25,1,5,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,org.jbb:jbb-parent:0.7.0,0,313,11,180,1.4,0,157,0,0,0,0,337,795,18423,9093,11,1,0,0,1,0,90,1,11,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.389776358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51572327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4634,org.jbb:jbb-parent:0.8.0,0,370,17,188,1.3,0,172,0,0,0,0,390,983,21817,11222,17,1,0,0,1,0,110,1,17,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089110675,0,0,0,5.405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034587996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4635,org.jbb:jbb-parent:0.9.0,0,454,14,202,1.2,0,184,0,0,0,0,476,1125,25949,13716,14,1,0,0,1,0,42,1,14,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4636,org.jbb:jbb-parent:0.9.1,0,454,14,202,1.2,0,184,0,0,0,0,476,1125,25906,13725,14,1,0,0,1,0,42,1,14,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4637,org.jboss.aerogear.unifiedpush:unifiedpush-parent,14,162,195,1702,16.8,0,60,4,77,0.5,0,166,782,15949,6793,212,5,80,0,5,0.5,1186,1,212,3,212,47,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,4,4,0,1,3,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.588841454,0,0,0,6.172839506,0.588841454,0,0,0,0,0,0,0,0,0,0.294420727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.138888889
4638,org.jboss.remoting:jboss-remoting,13,135,648,1552,12.6,0,7,31,363,2.2,0,93,985,16827,10425,661,5,107,0,1,2.2,6992,1,661,0,661,324,0,1,0,0,0,0,9,0,0,0,1,0,0,0,125,1,0,0,18,0,0,0,95,1,6,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,1,24,0,9,0,0,1,6,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6.091370558,0,0,0,7.407407407,29.62962963,2.302158273,9.137055838,0,96.44670051,0,0,0,1.015228426,0,0,11.99040767,0,0,0,0,0,0,0,0,7.407407407,0,0,0,0,0,0,0,0,0.191846523,0,0,0,0,0,0,7.407407407,2.030456853,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2.222222222,0.625,0.714285714,2.142857143,0.714285714,1.666666667,1.34755291
4639,org.jbpm.contrib:workitems,0,11,20,16,0.2,0,34,2,34,0.5,0,43,77,7346,563,21,1,0,0,2,0.2,354,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,org.jdb2de:jdb2de-core,0,11,0,187,14.1,0,9,0,0,0,0,12,86,1811,1054,0,1,0,0,1,0,0,1,0,0,127,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84629981,0,0,0,90.90909091,0.948766603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,org.jewzaam:needless-compass,4,23,43,235,14.3,0,12,4,87,3.4,0,30,102,2561,950,50,3,40,0,2,0.5,228,1,50,3,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.210526316,0,130.4347826,0,0,2.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0.119047619
4642,org.jinvestor:jinvestor,0,59,4,149,5.3,0,18,0,0,0,0,56,229,3670,2149,4,1,0,0,1,0,5,1,4,0,92,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,7,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46724891,3.25732899,0,0,0,16.94915254,1.861330852,8.733624454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,1.428571429,0,0.833333333,0.481150794
